id,q1,q2,percentage,initial,exact_n0,num_generations,min_population,max_population,population_decrease_degree,min_granularity,max_granularity,granularity_increase_degree,seed,mutation_multiplier,crossover_multiplier,time,exponent,explicit_bound,n0,i
10,n**2+n,-n**2+n,0.5,1000.0,False,50,20,100,1.0,400,400,1.0,1248,5,2,5990601.460624,-1.7892223173112705,,,0
9,n**2+20,-n**2+20,0.5,1000.0,True,50,100,100,1.0,50,400,1.0,1619,5,2,4045038.946221,-1.175728297053627,18769.070226489206,2086.812252507996,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,True,50,100,100,1.0,50,200,1.0,903,5,2,1222367.208063,-1.344804510768794,5755.160956699849,1040.9828526418175,0
12,1000000*n,-1000000*n,0.5,100000000.0,False,50,100,100,1.0,50,200,1.0,884,5,2,1197092.627769,-1.0494828192134253,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,True,50,100,100,1.0,400,400,1.0,1521,5,2,8017336.871564,-0.8961757756844047,,,0
5,n,-n,0.5,10.0,True,50,100,100,1.0,400,400,1.0,1391,5,2,8452870.485891,-1.033262569154718,9208823.666643592,241688.24394276526,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,True,50,100,100,1.0,200,200,1.0,1067,5,2,2188593.657636,-1.4605715442163316,21151.409081758793,4953.074566418342,0
2,n,-n,0.5,100.0,True,50,100,100,1.0,50,200,1.0,791,5,2,1324438.79343,-1.0165338950780516,105884035.76809357,1337078.9955061644,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,True,50,20,100,1.0,400,400,1.0,1297,5,2,6064658.776731,-1.2068491216299948,49527.02254778794,6008.922227484684,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,False,50,20,100,1.0,400,400,1.0,1282,5,2,5208911.679064,-2.5881292890323855,,,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,True,50,20,100,1.0,50,50,1.0,167,5,2,213316.92103,-1.1218873841846466,6650422.493304429,416859.21654884424,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,100,100,1.0,50,200,1.0,869,5,2,1278527.839793,-1.145634801040217,94870.16583090521,8877.33012665896,0
13,n**3,-n**3,0.5,100000000.0,False,50,100,100,1.0,200,200,1.0,1082,5,2,2080927.2327,-2.4300410792025406,,,0
10,n**2+n,-n**2+n,0.5,1000.0,False,50,20,100,1.0,50,400,1.0,1814,5,2,1777797.415662,-1.7338287935105952,,,0
13,n**3,-n**3,0.5,100000000.0,True,50,100,100,1.0,50,400,1.0,1657,5,2,3576953.570188,-1.3800059828605513,5928.483491636922,1203.2407265928575,0
6,n,-n,0.5,1000.0,True,50,20,100,1.0,50,50,1.0,63,5,2,332118.926684,-0.9045448305753954,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,False,50,20,100,1.0,50,200,1.0,378,5,2,551641.9987,-0.774978272464648,,,0
5,n,-n,0.5,10.0,False,50,20,100,1.0,50,200,1.0,248,5,2,566206.312264,-1.0430714429118524,,,0
9,n**2+20,-n**2+20,0.5,1000.0,True,50,100,100,1.0,400,400,1.0,1425,5,2,9678722.624774,-1.1604292729104677,18917.857803113013,1884.5366179093219,0
2,n,-n,0.5,100.0,False,50,20,100,1.0,200,200,1.0,408,5,2,1198870.381484,-1.0459165355578819,,,0
3,n**2,-n**2,0.5,100.0,False,50,100,100,1.0,50,50,1.0,606,5,2,236233.422676,-1.5083856182262654,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,True,50,20,100,1.0,400,400,1.0,1223,5,2,6235044.266841,-1.1474707599781093,213177.92415744273,20011.696545646868,0
12,1000000*n,-1000000*n,0.5,100000000.0,True,50,20,100,1.0,50,400,1.0,1839,5,2,1863547.898221,-1.0268678214526354,9903242.011332573,208745.92420261912,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,False,50,100,100,1.0,50,400,1.0,1632,5,2,4090305.768743,-2.573888810635424,,,0
4,n**5,-n**5,0.5,100.0,False,50,20,100,1.0,50,50,1.0,46,5,2,145909.798106,-3.3159717193494553,,,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,True,50,20,100,1.0,50,200,1.0,365,5,2,645020.306892,-1.06053080018784,1913523150.0892887,47810643.846511945,0
7,n,-n,0.5,10000.0,True,50,20,100,1.0,50,200,1.0,265,5,2,643114.659035,-1.0160328068149393,93224633.95389442,1143759.0645534107,0
10,n**2+n,-n**2+n,0.5,1000.0,False,50,20,100,1.0,200,200,1.0,490,5,2,1165113.869782,-1.7568122521881906,,,0
2,n,-n,0.5,100.0,True,50,20,100,1.0,50,50,1.0,29,5,2,177853.901018,-0.9048204814546044,,,0
1,n**(1/2),-n**(1/2),0.5,100.0,False,50,20,100,1.0,50,200,1.0,202,5,2,571659.27465,-0.6987510525583396,,,0
9,n**2+20,-n**2+20,0.5,1000.0,False,50,100,100,1.0,200,200,1.0,1044,5,2,2152018.422565,-1.7151319478767941,,,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,False,50,20,100,1.0,50,400,1.0,1856,5,2,1753854.429857,-2.5126587270218286,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,True,50,100,100,1.0,50,50,1.0,759,5,2,339485.91261,-0.5667414113138529,,,0
5,n,-n,0.5,10.0,True,50,100,100,1.0,50,50,1.0,629,5,2,314165.105047,-0.9003667071734271,,,0
6,n,-n,0.5,1000.0,False,50,20,100,1.0,200,200,1.0,442,5,2,1165501.683654,-1.0509012478381552,,,0
7,n,-n,0.5,10000.0,False,50,100,100,1.0,50,400,1.0,1600,5,2,4349137.017474,-1.0860391111572574,,,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,False,50,100,100,1.0,50,400,1.0,1700,5,2,3437730.04563,-1.3541004386979587,,,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,20,100,1.0,50,50,1.0,111,5,2,200039.409702,-1.1193185360916496,150590.28176877543,11471.755059401581,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,False,50,100,100,1.0,50,50,1.0,744,5,2,258603.732581,-0.9383620397905643,,,0
7,n,-n,0.5,10000.0,False,50,100,100,1.0,50,50,1.0,644,5,2,215364.966569,-0.9067560219685168,,,0
4,n**5,-n**5,0.5,100.0,True,50,20,100,1.0,200,200,1.0,427,5,2,1464465.874703,-1.4180109640328833,1358.5139133668665,262.5525577721134,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,False,50,100,100,1.0,50,200,1.0,842,5,2,1235374.795928,-1.751154154643514,,,0
0,n**(1/4),-n**(1/4),0.5,100.0,False,50,20,100,1.0,50,50,1.0,4,5,2,147697.908626,-0.4509106943066096,,,0
3,n**2,-n**2,0.5,100.0,True,50,20,100,1.0,50,200,1.0,227,5,2,624937.377508,-1.1402618033142422,19332.246791843503,1721.4930556029292,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,True,50,20,100,1.0,50,400,1.0,1863,5,2,1707507.191046,-1.2230754486935527,49662.3763966582,6475.332653192071,0
4,n**5,-n**5,0.5,100.0,False,50,20,100,1.0,50,200,1.0,236,5,2,575200.084037,-3.804805547817521,,,0
10,n**2+n,-n**2+n,0.5,1000.0,False,50,100,100,1.0,50,50,1.0,680,5,2,239305.755083,-1.5095425459433636,,,0
7,n,-n,0.5,10000.0,True,50,20,100,1.0,50,50,1.0,75,5,2,187565.947175,-0.903245407626361,,,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,True,50,20,100,1.0,50,50,1.0,175,5,2,227919.415276,-0.9032101190299044,,,0
12,1000000*n,-1000000*n,0.5,100000000.0,True,50,100,100,1.0,50,400,1.0,1649,5,2,4437369.917636,-1.026000306548564,22671235.263630074,438275.5457675041,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,False,50,20,100,1.0,50,400,1.0,1822,5,2,1816195.807386,-2.5306945992017016,,,0
3,n**2,-n**2,0.5,100.0,False,50,20,100,1.0,200,200,1.0,416,5,2,1228767.980731,-1.7591405217807647,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,True,50,100,100,1.0,400,400,1.0,1413,5,2,9857014.021792,-1.1578621506308322,214927.54182436503,21815.368158059322,0
9,n**2+20,-n**2+20,0.5,1000.0,True,50,20,100,1.0,400,400,1.0,1235,5,2,6584497.02251,-1.168999211223389,18925.07432540834,2018.2105056325793,0
2,n,-n,0.5,100.0,False,50,100,100,1.0,50,50,1.0,598,5,2,217396.798364,-0.9065950104391644,,,0
6,n,-n,0.5,1000.0,True,50,20,100,1.0,50,200,1.0,253,5,2,655448.898886,-1.0115626850709036,956761187.9534584,8062123.0545174675,0
5,n,-n,0.5,10.0,False,50,20,100,1.0,50,50,1.0,58,5,2,138039.375517,-0.9057991156785594,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,False,50,20,100,1.0,50,50,1.0,188,5,2,140841.210948,-0.565109784821559,,,0
10,n**2+n,-n**2+n,0.5,1000.0,False,50,100,100,1.0,50,400,1.0,1624,5,2,4115481.051525,-1.8396311811180879,,,0
13,n**3,-n**3,0.5,100000000.0,True,50,20,100,1.0,50,400,1.0,1847,5,2,1550119.744655,-1.3745929023524193,5959.312166358487,1178.527511979285,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,True,50,100,100,1.0,50,400,1.0,1673,5,2,4114031.36635,-1.2124455685923299,49665.195625679,6115.019092910478,0
0,n**(1/4),-n**(1/4),0.5,100.0,False,50,20,100,1.0,50,200,1.0,194,5,2,580873.246817,-0.5183685351042467,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,False,50,100,100,1.0,200,200,1.0,1032,5,2,1852729.324903,-1.754853738521778,,,0
3,n**2,-n**2,0.5,100.0,True,50,20,100,1.0,50,50,1.0,37,5,2,189999.430803,-1.1186638060996348,30212.98667353693,2258.8568383056695,0
7,n,-n,0.5,10000.0,False,50,20,100,1.0,200,200,1.0,454,5,2,1116131.453483,-1.0551281857640384,,,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,False,50,20,100,1.0,200,200,1.0,554,5,2,1231482.30172,-1.1652982347360452,,,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,20,100,1.0,50,200,1.0,301,5,2,651132.023501,-1.146478791710714,99742.68301766837,8925.745671404276,0
4,n**5,-n**5,0.5,100.0,True,50,100,100,1.0,50,50,1.0,617,5,2,314000.639386,-1.4660871256870383,1926.3265088836577,439.43627273370197,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,False,50,20,100,1.0,50,400,1.0,1890,5,2,1513764.016241,-1.3329957280867772,,,0
7,n,-n,0.5,10000.0,False,50,20,100,1.0,50,400,1.0,1790,5,2,1779763.545572,-1.0767170534711243,,,0
5,n,-n,0.5,10.0,True,50,20,100,1.0,200,200,1.0,439,5,2,1381363.199083,-1.0184260063469641,128542932.19674689,1794661.3789304253,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,True,50,20,100,1.0,200,200,1.0,569,5,2,1217215.447877,-0.7755878139335021,,,0
6,n,-n,0.5,1000.0,False,50,100,100,1.0,50,50,1.0,632,5,2,215247.783638,-0.9067773242337125,,,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,False,50,100,100,1.0,50,400,1.0,1666,5,2,4133097.608132,-2.5773377117316048,,,0
2,n,-n,0.5,100.0,True,50,20,100,1.0,50,200,1.0,219,5,2,674983.355575,-1.008415888690542,4371503300.815717,26467882.256899096,0
9,n**2+20,-n**2+20,0.5,1000.0,False,50,100,100,1.0,50,200,1.0,854,5,2,1255792.150131,-1.7260619270712299,,,0
1,n**(1/2),-n**(1/2),0.5,100.0,False,50,20,100,1.0,50,50,1.0,12,5,2,131414.595834,-0.6035059380958123,,,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,True,50,100,100,1.0,200,200,1.0,1093,5,2,1569591.050526,-1.3555080140181046,5557.53718186104,1064.0480401188954,0
9,n**2+20,-n**2+20,0.5,1000.0,True,50,20,100,1.0,50,400,1.0,1809,5,2,1773547.365729,-1.17858534922684,18781.740676076763,2115.6637838357815,0
13,n**3,-n**3,0.5,100000000.0,True,50,20,100,1.0,400,400,1.0,1273,5,2,5063275.790833,-1.4197417051567764,6105.585881403041,1386.311889382645,0
10,n**2+n,-n**2+n,0.5,1000.0,False,50,100,100,1.0,400,400,1.0,1438,5,2,9251592.064386,-1.8431277997042517,,,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,False,50,100,100,1.0,50,50,1.0,736,5,2,263575.594763,-1.4894067504141741,,,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,False,50,20,100,1.0,400,400,1.0,1256,5,2,5630010.522108,-2.495862344362126,,,0
12,1000000*n,-1000000*n,0.5,100000000.0,True,50,100,100,1.0,400,400,1.0,1455,5,2,10309830.154331,-1.01868565932706,25419174.283213217,352016.679954767,0
5,n,-n,0.5,10.0,False,50,100,100,1.0,50,200,1.0,820,5,2,1263856.280886,-1.0177948392719636,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,False,50,100,100,1.0,50,200,1.0,950,5,2,1150232.411398,-0.7699645094441396,,,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,False,50,100,100,1.0,200,200,1.0,1106,5,2,2041511.147681,-2.2497230947932323,,,0
2,n,-n,0.5,100.0,False,50,100,100,1.0,400,400,1.0,1360,5,2,9371013.391875,-1.0985347023921335,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,True,50,100,100,1.0,50,400,1.0,1607,5,2,4044697.142305,-1.1731673886790521,224289.12241823866,26121.452441916375,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,100,100,1.0,200,200,1.0,1059,5,2,2100995.375932,-1.1535855450381827,95961.98999469046,9408.990227170805,0
18,n**3/0.99,-n**3/0.01,0.99,100000000.0,True,50,20,100,1.0,50,200,1.0,357,5,2,661176.394951,-1.1459427079744027,3340019.092279669,259111.42094946507,0
13,n**3,-n**3,0.5,100000000.0,False,50,100,100,1.0,50,200,1.0,892,5,2,1186206.467312,-2.455166424550279,,,0
14,n**3/0.5,-n**3/0.5,0.5,100000000.0,False,50,100,100,1.0,400,400,1.0,1472,5,2,8796866.11229,-2.587448016362469,,,0
2,n,-n,0.5,100.0,True,50,100,100,1.0,200,200,1.0,981,5,2,1851596.672792,-1.0143636063515933,53577000.50306347,610773.7014847384,0
16,n**3/0.9,-n**3/0.1,0.9,100000000.0,True,50,100,100,1.0,400,400,1.0,1487,5,2,9157685.055511,-1.267126933037946,54933.37634123234,8981.13562360417,0
5,n,-n,0.5,10.0,True,50,20,100,1.0,400,400,1.0,1201,5,2,5542127.733216,-1.0278349117688639,13351361.567021484,283571.5412847024,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,True,50,20,100,1.0,400,400,1.0,1331,5,2,5049146.862143,-0.8955435405531263,,,0
12,1000000*n,-1000000*n,0.5,100000000.0,False,50,100,100,1.0,200,200,1.0,1074,5,2,1799317.49952,-1.0544211038252198,,,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,True,50,100,100,1.0,50,200,1.0,877,5,2,1423285.312582,-1.4646599797198965,21259.727690967116,4961.997741449385,0
0,n**(1/4),-n**(1/4),0.5,100.0,False,50,100,100,1.0,50,400,1.0,1530,5,2,4087596.844278,-0.5525374397200279,,,0
9,n**2+20,-n**2+20,0.5,1000.0,False,50,20,100,1.0,400,400,1.0,1234,5,2,5625334.491706,-1.8246222843182471,,,0
1,n**(1/2),-n**(1/2),0.5,100.0,False,50,20,100,1.0,200,200,1.0,392,5,2,1232293.734643,-0.6926487676040933,,,0
2,n,-n,0.5,100.0,True,50,100,100,1.0,50,50,1.0,599,5,2,324283.669261,-0.8983738960031882,,,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,100,100,1.0,50,400,1.0,1625,5,2,4245057.727051,-1.1507419295300065,89854.77044461964,8537.123814239287,0
13,n**3,-n**3,0.5,100000000.0,False,50,20,100,1.0,50,400,1.0,1846,5,2,1816394.825934,-2.5062031734798684,,,0
6,n,-n,0.5,1000.0,False,50,20,100,1.0,50,200,1.0,252,5,2,564178.980188,-1.0518225507707544,,,0
5,n,-n,0.5,10.0,True,50,20,100,1.0,50,50,1.0,59,5,2,188267.148597,-0.9034609322709,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,True,50,20,100,1.0,50,50,1.0,189,5,2,211199.541572,-0.5631253499083901,,,0
12,1000000*n,-1000000*n,0.5,100000000.0,False,50,100,100,1.0,50,400,1.0,1648,5,2,4112085.054802,-1.1080511919160718,,,0
11,n**3+1000000*n,-n**3-1000000*n,0.5,100000000.0,True,50,20,100,1.0,50,400,1.0,1823,5,2,1834762.233009,-1.4577551322111797,20800.31639866868,4782.091787717613,0
4,n**5,-n**5,0.5,100.0,True,50,20,100,1.0,50,200,1.0,237,5,2,690033.346403,-1.4678113994282957,1378.1076306965756,286.4241756020616,0
7,n,-n,0.5,10000.0,False,50,20,100,1.0,50,50,1.0,74,5,2,128447.503824,-0.9050935462454089,,,0
20,n**3/0.999,-n**3/0.001,0.999,100000000.0,False,50,20,100,1.0,50,50,1.0,174,5,2,151684.601878,-0.9082700219462204,,,0
10,n**2+n,-n**2+n,0.5,1000.0,True,50,100,100,1.0,50,50,1.0,681,5,2,302044.750634,-1.1286236332899109,151168.0051255473,12382.34611667153,0
3,n**2,-n**2,0.5,100.0,True,50,20,100,1.0,200,200,1.0,417,5,2,1362187.489751,-1.1497915783084398,19472.588766401324,1818.117772873086,0
0,n**(1/4),-n**(1/4),0.5,100.0,False,50,100,100,1.0,50,50,1.0,574,5,2,214979.689662,-0.45334068816418904,,,0
8,n**2+2*n+20,-n**2+2*n+20,0.5,1000.0,False,50,100,100,1.0,400,400,1.0,1412,5,2,8751717.79341,-1.8370187704275323,,,0
5,n,-n,0.5,10.0,False,50,20,100,1.0,200,200,1.0,438,5,2,1106397.510631,-1.0527500929907672,,,0
22,n**3/0.9999,-n**3/0.0001,0.9999,100000000.0,False,50,20,100,1.0,200,200,1.0,568,5,2,1116876.438582,-0.7751793158171949,,,0
6,n,-n,0.5,1000.0,True,50,100,100,1.0,50,50,1.0,633,5,2,303660.27421,-0.9040134473823901,,,0
